1	2026-09-08T16:10:30.532287365+0000	127.0.0.1	45318	127.0.0.1	80	0x0002	0	0
2	2026-09-08T16:10:30.532308140+0000	127.0.0.1	80	127.0.0.1	45318	0x0012	0	1
