4	2026-09-11T10:28:51.100088387+0000	0	192.168.65.1	49426	172.17.0.2	80	GET	/image.html	localhost:8080
8	2026-09-11T10:28:51.191912694+0000	0	192.168.65.1	49426	172.17.0.2	80	GET	/lab_photo.png	localhost:8080
